Fecha_Hora,codigoSerial,pm25,calidad_pm25,pm10,calidad_pm10,pm1,calidad_pm1,no,calidad_no,no2,calidad_no2,nox,calidad_nox,ozono,calidad_ozono,co,calidad_co,so2,calidad_so2,pst,calidad_pst,dviento_ssr,calidad_dviento_ssr,haire10_ssr,calidad_haire10_ssr,p_ssr,calidad_p_ssr,pliquida_ssr,calidad_pliquida_ssr,rglobal_ssr,calidad_rglobal_ssr,taire10_ssr,calidad_taire10_ssr,vviento_ssr,calidad_vviento_ssr
2017-10-01 00:00:00,25,51.0,1.0,-9999.0,1.0,-9999.0,1.0,69.9075,1.0,19.1685,1.0,89.0771,1.0,1.35569,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,251.663,1.0,89.4143,1.0,641.369,1.0,0.0,1.0,0.0,1.0,17.7031,1.0,0.479995,1.0
2017-10-01 01:00:00,25,44.0,1.0,-9999.0,1.0,-9999.0,1.0,70.6392,1.0,16.525,1.0,87.1629,1.0,1.41,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,254.896,1.0,89.3081,1.0,641.11,1.0,0.1,1.0,0.0,1.0,17.7388,1.0,0.479454,1.0
2017-10-01 02:00:00,25,56.0,1.0,-9999.0,1.0,-9999.0,1.0,53.6118,1.0,12.5754,1.0,66.1868,1.0,1.65319,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,261.56,1.0,89.2937,1.0,640.813,1.0,0.0,1.0,0.0,1.0,17.5293,1.0,0.246275,1.0
2017-10-01 03:00:00,25,47.0,1.0,-9999.0,1.0,-9999.0,1.0,82.3695,1.0,12.8989,1.0,95.2688,1.0,1.43625,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,280.164,1.0,89.35,1.0,640.299,1.0,0.0,1.0,0.0,1.0,17.4914,1.0,0.257523,1.0
2017-10-01 04:00:00,25,42.0,1.0,-9999.0,1.0,-9999.0,1.0,97.987,1.0,14.1519,1.0,112.138,1.0,0.948889,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,263.16,1.0,89.2903,1.0,640.193,1.0,0.0,1.0,0.0,1.0,17.5078,1.0,0.259779,1.0
2017-10-01 05:00:00,25,42.0,1.0,-9999.0,1.0,-9999.0,1.0,88.1265,1.0,13.0815,1.0,101.209,1.0,1.19417,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,248.845,1.0,89.2462,1.0,640.241,1.0,0.1,1.0,0.0,1.0,17.2704,1.0,0.399125,1.0
2017-10-01 06:00:00,25,32.0,1.0,-9999.0,1.0,-9999.0,1.0,50.0631,1.0,8.98194,1.0,59.0507,1.0,1.27403,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,260.917,1.0,88.7445,1.0,640.648,1.0,0.0,1.0,0.173333,1.0,17.0192,1.0,0.408971,1.0
2017-10-01 07:00:00,25,29.0,1.0,-9999.0,1.0,-9999.0,1.0,55.4576,1.0,8.89833,1.0,64.3553,1.0,1.56069,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,264.298,1.0,88.2487,1.0,641.123,1.0,0.0,1.0,27.0219,1.0,17.1233,1.0,0.256658,1.0
2017-10-01 08:00:00,25,35.0,1.0,-9999.0,1.0,-9999.0,1.0,45.384,1.0,16.3949,1.0,61.7797,1.0,2.09083,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,242.213,1.0,79.4353,1.0,641.365,1.0,0.0,1.0,277.099,1.0,19.0514,1.0,0.262091,1.0
2017-10-01 09:00:00,25,49.0,1.0,-9999.0,1.0,-9999.0,1.0,24.5918,1.0,27.4596,1.0,52.051,1.0,10.0588,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,155.183,1.0,66.001,1.0,641.531,1.0,0.0,1.0,591.68,1.0,21.6797,1.0,0.177273,1.0
2017-10-01 10:00:00,25,49.0,1.0,-9999.0,1.0,-9999.0,1.0,11.5393,1.0,28.116,1.0,39.6593,1.0,24.316,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,60.1819,1.0,61.1749,1.0,641.477,1.0,0.0,1.0,636.13,1.0,23.0228,1.0,0.725876,1.0
2017-10-01 11:00:00,25,27.0,1.0,-9999.0,1.0,-9999.0,1.0,4.16972,1.0,13.1379,1.0,17.3129,1.0,34.0383,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,69.3348,1.0,53.7567,1.0,640.9,1.0,0.0,1.0,985.711,1.0,24.9764,1.0,0.959907,1.0
2017-10-01 12:00:00,25,23.0,1.0,-9999.0,1.0,-9999.0,1.0,1.87403,1.0,8.75361,1.0,10.6369,1.0,41.8192,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,90.2119,1.0,46.3058,1.0,639.951,1.0,0.0,1.0,1077.13,1.0,27.1378,1.0,0.656178,1.0
2017-10-01 13:00:00,25,22.0,1.0,-9999.0,1.0,-9999.0,1.0,1.32903,1.0,12.1883,1.0,13.5161,1.0,54.1963,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,184.147,1.0,45.3871,1.0,639.038,1.0,0.0,1.0,652.145,1.0,27.6717,1.0,0.207842,1.0
2017-10-01 14:00:00,25,24.0,1.0,-9999.0,1.0,-9999.0,1.0,1.79819,1.0,13.4908,1.0,15.2915,1.0,41.4603,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,192.798,1.0,58.0817,1.0,638.703,1.0,4.1,1.0,289.116,1.0,24.8664,1.0,0.382453,1.0
2017-10-01 15:00:00,25,18.0,1.0,-9999.0,1.0,-9999.0,1.0,3.715,1.0,17.0063,1.0,20.7232,1.0,14.8915,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,256.437,1.0,83.7904,1.0,638.726,1.0,2.3,1.0,48.2661,1.0,18.9385,1.0,0.76334,1.0
2017-10-01 16:00:00,25,22.0,1.0,-9999.0,1.0,-9999.0,1.0,16.1849,1.0,25.4418,1.0,41.6189,1.0,4.42806,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,257.414,1.0,85.54,1.0,638.413,1.0,0.0,1.0,76.6711,1.0,18.8322,1.0,0.951413,1.0
2017-10-01 17:00:00,25,25.0,1.0,-9999.0,1.0,-9999.0,1.0,23.1757,1.0,21.0318,1.0,44.2035,1.0,3.33715,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,270.616,1.0,83.7031,1.0,638.503,1.0,0.0,1.0,110.623,1.0,19.8767,1.0,0.406837,1.0
2017-10-01 18:00:00,25,25.0,1.0,-9999.0,1.0,-9999.0,1.0,34.9544,1.0,25.4285,1.0,60.3756,1.0,1.71236,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,259.066,1.0,83.2528,1.0,638.76,1.0,0.0,1.0,10.4542,1.0,19.3213,1.0,0.581464,1.0
2017-10-01 19:00:00,25,20.0,1.0,-9999.0,1.0,-9999.0,1.0,49.5775,1.0,19.0296,1.0,68.6085,1.0,1.57819,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,294.829,1.0,84.0239,1.0,639.251,1.0,0.0,1.0,0.0,1.0,18.7712,1.0,0.404289,1.0
2017-10-01 20:00:00,25,29.0,1.0,-9999.0,1.0,-9999.0,1.0,77.3307,1.0,19.7071,1.0,97.0354,1.0,1.23708,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,294.747,1.0,81.9542,1.0,639.695,1.0,0.0,1.0,0.0,1.0,19.0572,1.0,0.393655,1.0
2017-10-01 21:00:00,25,27.0,1.0,-9999.0,1.0,-9999.0,1.0,87.7832,1.0,18.0618,1.0,105.846,1.0,0.989861,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,288.163,1.0,82.6968,1.0,640.337,1.0,0.0,1.0,0.0,1.0,19.0679,1.0,0.357332,1.0
2017-10-01 22:00:00,25,31.0,1.0,-9999.0,1.0,-9999.0,1.0,89.231,1.0,15.7832,1.0,105.005,1.0,1.29667,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,282.613,1.0,83.4401,1.0,641.01,1.0,0.0,1.0,0.0,1.0,18.9013,1.0,-9999.0,151.0
