Fecha_Hora,codigoSerial,pm25,calidad_pm25,pm10,calidad_pm10,pm1,calidad_pm1,no,calidad_no,no2,calidad_no2,nox,calidad_nox,ozono,calidad_ozono,co,calidad_co,so2,calidad_so2,pst,calidad_pst,dviento_ssr,calidad_dviento_ssr,haire10_ssr,calidad_haire10_ssr,p_ssr,calidad_p_ssr,pliquida_ssr,calidad_pliquida_ssr,rglobal_ssr,calidad_rglobal_ssr,taire10_ssr,calidad_taire10_ssr,vviento_ssr,calidad_vviento_ssr
2014-05-01 00:00:00,25,17.0,1.0,-9999.0,1.0,-9999.0,1.0,17.0,1.0,17.0,1.0,34.0,1.0,1.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,29.4449,1.0,82.8666,1.0,640.52,1.0,0.0,1.0,10.2333,151.0,20.088,1.0,3.89577,151.0
2014-05-01 01:00:00,25,14.0,1.0,-9999.0,1.0,-9999.0,1.0,8.0,1.0,15.0,1.0,23.0,1.0,2.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,43.1665,1.0,83.4823,1.0,640.194,1.0,0.0,1.0,10.2367,151.0,19.8954,1.0,3.53662,151.0
2014-05-01 02:00:00,25,14.0,1.0,-9999.0,1.0,-9999.0,1.0,4.0,1.0,11.0,1.0,14.0,1.0,5.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,23.3481,1.0,84.3083,1.0,640.092,1.0,0.0,1.0,10.2239,151.0,19.6119,1.0,3.67219,151.0
2014-05-01 03:00:00,25,12.0,1.0,-9999.0,1.0,-9999.0,1.0,8.0,1.0,13.0,1.0,22.0,1.0,1.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,5.75636,1.0,83.337,1.0,639.65,1.0,0.0,1.0,10.2344,151.0,19.6183,1.0,1.44828,151.0
2014-05-01 04:00:00,25,12.0,1.0,-9999.0,1.0,-9999.0,1.0,14.0,1.0,10.0,1.0,25.0,1.0,0.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,300.232,1.0,86.5411,1.0,639.644,1.0,0.0,1.0,10.2272,151.0,18.959,1.0,0.92292,151.0
2014-05-01 05:00:00,25,14.0,1.0,-9999.0,1.0,-9999.0,1.0,19.0,1.0,10.0,1.0,29.0,1.0,0.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,344.465,1.0,87.0986,1.0,639.84,1.0,0.0,1.0,10.2383,1.0,18.9134,1.0,1.20219,151.0
2014-05-01 06:00:00,25,18.0,1.0,-9999.0,1.0,-9999.0,1.0,34.0,1.0,12.0,1.0,46.0,1.0,0.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,352.551,1.0,86.7042,1.0,639.931,1.0,0.0,1.0,11.3761,1.0,19.2213,1.0,0.755998,151.0
2014-05-01 07:00:00,25,21.0,1.0,-9999.0,1.0,-9999.0,1.0,48.0,1.0,13.0,1.0,60.0,1.0,0.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,90.3945,1.0,84.7348,1.0,640.218,1.0,0.0,1.0,56.2722,1.0,19.5702,1.0,1.06267,151.0
2014-05-01 08:00:00,25,21.0,1.0,-9999.0,1.0,-9999.0,1.0,25.0,1.0,14.0,1.0,39.0,1.0,2.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,61.5148,1.0,78.3426,1.0,640.745,1.0,0.0,1.0,98.8706,1.0,20.568,1.0,1.27905,151.0
2014-05-01 09:00:00,25,20.0,1.0,-9999.0,1.0,-9999.0,1.0,14.0,1.0,18.0,1.0,32.0,1.0,6.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,42.0131,1.0,70.3945,1.0,640.929,1.0,0.0,1.0,211.442,1.0,22.2755,1.0,0.921752,151.0
2014-05-01 10:00:00,25,21.0,1.0,-9999.0,1.0,-9999.0,1.0,5.0,1.0,15.0,1.0,20.0,1.0,17.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,172.876,1.0,59.0556,1.0,640.685,1.0,0.0,1.0,330.684,1.0,24.5616,1.0,0.202786,151.0
