Fecha_Hora,codigoSerial,pm25,calidad_pm25,pm10,calidad_pm10,pm1,calidad_pm1,no,calidad_no,no2,calidad_no2,nox,calidad_nox,ozono,calidad_ozono,co,calidad_co,so2,calidad_so2,pst,calidad_pst,dviento_ssr,calidad_dviento_ssr,haire10_ssr,calidad_haire10_ssr,p_ssr,calidad_p_ssr,pliquida_ssr,calidad_pliquida_ssr,rglobal_ssr,calidad_rglobal_ssr,taire10_ssr,calidad_taire10_ssr,vviento_ssr,calidad_vviento_ssr
2017-07-01 00:00:00,25,28.0,1.0,-9999.0,1.0,-9999.0,1.0,17.8115,1.0,17.2957,1.0,35.1096,1.0,1.02278,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,27.2176,1.0,80.0361,1.0,641.969,1.0,0.0,1.0,0.0,1.0,21.0085,1.0,1.7374,1.0
2017-07-01 01:00:00,25,14.0,1.0,-9999.0,1.0,-9999.0,1.0,16.2121,1.0,16.9493,1.0,33.1512,1.0,1.20639,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,46.3333,1.0,78.8617,1.0,641.719,1.0,0.0,1.0,0.0,1.0,21.0138,1.0,1.34987,1.0
2017-07-01 02:00:00,25,22.0,1.0,-9999.0,1.0,-9999.0,1.0,6.66139,1.0,12.0538,1.0,18.7215,1.0,4.76986,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,19.4997,1.0,78.2714,1.0,641.515,1.0,0.0,1.0,0.0180556,1.0,20.9883,1.0,1.86584,1.0
2017-07-01 03:00:00,25,27.0,1.0,-9999.0,1.0,-9999.0,1.0,6.07986,1.0,12.1875,1.0,18.2693,1.0,3.0818,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,358.66,1.0,78.576,1.0,641.347,1.0,0.0,1.0,0.0144444,1.0,20.7275,1.0,1.61136,1.0
2017-07-01 04:00:00,25,30.0,1.0,-9999.0,1.0,-9999.0,1.0,12.3387,1.0,14.4929,1.0,26.8321,1.0,0.515,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,9.31123,1.0,80.9614,1.0,641.152,1.0,0.0,1.0,0.0108333,1.0,20.4192,1.0,1.57007,1.0
2017-07-01 05:00:00,25,35.0,1.0,-9999.0,1.0,-9999.0,1.0,28.0012,1.0,15.8261,1.0,43.8272,1.0,0.336111,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,14.3541,1.0,79.6453,1.0,640.823,1.0,0.0,1.0,0.00722222,1.0,20.3563,1.0,1.1493,1.0
2017-07-01 06:00:00,25,26.0,1.0,-9999.0,1.0,-9999.0,1.0,36.4567,1.0,11.5626,1.0,48.0187,1.0,0.171389,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,258.601,1.0,81.8449,1.0,640.869,1.0,0.0,1.0,1.17,1.0,19.3851,1.0,0.318883,1.0
2017-07-01 07:00:00,25,40.0,1.0,-9999.0,1.0,-9999.0,1.0,88.8154,1.0,12.7633,1.0,101.58,1.0,0.561528,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,283.466,1.0,82.3475,1.0,641.111,1.0,0.0,1.0,88.1147,1.0,19.5849,1.0,0.249668,1.0
2017-07-01 08:00:00,25,21.0,1.0,-9999.0,1.0,-9999.0,1.0,61.9592,1.0,21.9017,1.0,83.8621,1.0,2.83153,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,88.1965,1.0,63.8072,1.0,641.449,1.0,0.0,1.0,444.43,1.0,23.7855,1.0,0.470242,1.0
2017-07-01 09:00:00,25,42.0,1.0,-9999.0,1.0,-9999.0,1.0,41.8669,1.0,41.4093,1.0,83.2761,1.0,8.63486,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,219.07,1.0,57.0821,1.0,641.609,1.0,0.0,1.0,554.566,1.0,25.4551,1.0,0.102023,1.0
2017-07-01 10:00:00,25,14.0,1.0,-9999.0,1.0,-9999.0,1.0,16.9153,1.0,17.9689,1.0,34.8767,1.0,12.3022,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,37.0684,1.0,45.3919,1.0,641.339,1.0,0.0,1.0,771.925,1.0,26.8483,1.0,1.64586,1.0
2017-07-01 11:00:00,25,13.0,1.0,-9999.0,1.0,-9999.0,1.0,7.4425,1.0,11.4862,1.0,18.9331,1.0,18.5171,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,1.56107,1.0,39.0875,1.0,640.928,1.0,0.0,1.0,928.449,1.0,28.7501,1.0,1.05358,1.0
