Fecha_Hora,codigoSerial,pm25,calidad_pm25,pm10,calidad_pm10,pm1,calidad_pm1,no,calidad_no,no2,calidad_no2,nox,calidad_nox,ozono,calidad_ozono,co,calidad_co,so2,calidad_so2,pst,calidad_pst,dviento_ssr,calidad_dviento_ssr,haire10_ssr,calidad_haire10_ssr,p_ssr,calidad_p_ssr,pliquida_ssr,calidad_pliquida_ssr,rglobal_ssr,calidad_rglobal_ssr,taire10_ssr,calidad_taire10_ssr,vviento_ssr,calidad_vviento_ssr
2014-09-01 00:00:00,25,33.0,1.0,-9999.0,1.0,-9999.0,1.0,2.0,1.0,24.0,1.0,25.0,1.0,15.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,13.1175,1.0,60.1129,1.0,641.704,1.0,0.0,1.0,-5.3572,151.0,21.4118,1.0,0.82182,1.0
2014-09-01 01:00:00,25,45.0,1.0,-9999.0,1.0,-9999.0,1.0,4.0,1.0,29.0,1.0,33.0,1.0,13.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,28.3394,1.0,62.5762,1.0,641.383,1.0,0.0,1.0,-5.38509,151.0,20.4811,1.0,1.27065,1.0
2014-09-01 02:00:00,25,42.0,1.0,-9999.0,1.0,-9999.0,1.0,2.0,1.0,28.0,1.0,30.0,1.0,7.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,28.6569,1.0,63.8157,1.0,640.887,1.0,0.0,1.0,-5.39369,151.0,20.0146,1.0,1.48967,1.0
2014-09-01 03:00:00,25,35.0,1.0,-9999.0,1.0,-9999.0,1.0,5.0,1.0,27.0,1.0,33.0,1.0,8.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,47.3379,1.0,64.4957,1.0,640.671,1.0,0.0,1.0,-5.36365,151.0,19.9397,1.0,1.83189,1.0
2014-09-01 04:00:00,25,31.0,1.0,-9999.0,1.0,-9999.0,1.0,5.0,1.0,26.0,1.0,32.0,1.0,9.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,44.0874,1.0,64.9631,1.0,640.807,1.0,0.0,1.0,-5.3904,151.0,19.74,1.0,1.92139,1.0
2014-09-01 05:00:00,25,38.0,1.0,-9999.0,1.0,-9999.0,1.0,19.0,1.0,32.0,1.0,51.0,1.0,0.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,59.3142,1.0,69.511,1.0,640.841,1.0,0.0,1.0,-5.20117,151.0,18.8344,1.0,0.718797,1.0
2014-09-01 06:00:00,25,47.0,1.0,-9999.0,1.0,-9999.0,1.0,51.0,1.0,33.0,1.0,84.0,1.0,0.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,338.419,1.0,73.2271,1.0,641.321,1.0,0.0,1.0,-3.54457,151.0,18.1179,1.0,0.612093,1.0
2014-09-01 07:00:00,25,60.0,1.0,-9999.0,1.0,-9999.0,1.0,114.0,1.0,36.0,1.0,150.0,1.0,0.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,343.142,1.0,72.5762,1.0,641.477,1.0,0.0,1.0,62.4966,1.0,18.484,1.0,0.571294,1.0
2014-09-01 08:00:00,25,64.0,1.0,-9999.0,1.0,-9999.0,1.0,79.0,1.0,42.0,1.0,122.0,1.0,4.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,52.5879,1.0,59.8854,1.0,641.723,1.0,0.0,1.0,284.427,1.0,21.9915,1.0,1.828,1.0
2014-09-01 09:00:00,25,31.0,1.0,-9999.0,1.0,-9999.0,1.0,15.0,1.0,26.0,1.0,41.0,1.0,18.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,35.5616,1.0,49.9893,1.0,641.709,1.0,0.0,1.0,472.139,1.0,24.2524,1.0,2.88417,1.0
2014-09-01 10:00:00,25,28.0,1.0,-9999.0,1.0,-9999.0,1.0,8.0,1.0,22.0,1.0,30.0,1.0,26.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,38.2336,1.0,43.8273,1.0,641.3,1.0,0.0,1.0,656.753,1.0,26.0237,1.0,2.57361,1.0
2014-09-01 11:00:00,25,26.0,1.0,-9999.0,1.0,-9999.0,1.0,6.0,1.0,19.0,1.0,25.0,1.0,31.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,49.7738,1.0,36.8452,1.0,640.911,1.0,0.0,1.0,824.018,1.0,27.9419,1.0,2.28039,1.0
2014-09-01 12:00:00,25,19.0,1.0,-9999.0,1.0,-9999.0,1.0,7.0,1.0,14.0,1.0,21.0,1.0,27.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,76.349,1.0,30.1344,1.0,640.426,1.0,0.0,1.0,906.148,1.0,29.615,1.0,2.26018,1.0
2014-09-01 13:00:00,25,15.0,1.0,-9999.0,1.0,-9999.0,1.0,6.0,1.0,13.0,1.0,19.0,1.0,28.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,99.5103,1.0,26.3018,1.0,639.826,1.0,0.0,1.0,901.939,1.0,30.3253,1.0,2.51373,1.0
2014-09-01 14:00:00,25,17.0,1.0,-9999.0,1.0,-9999.0,1.0,5.0,1.0,12.0,1.0,17.0,1.0,30.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,97.4434,1.0,23.9642,1.0,639.345,1.0,0.0,1.0,844.646,1.0,30.7329,1.0,2.49568,1.0
2014-09-01 15:00:00,25,20.0,1.0,-9999.0,1.0,-9999.0,1.0,5.0,1.0,12.0,1.0,17.0,1.0,33.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,91.5897,1.0,23.0446,1.0,638.751,1.0,0.0,1.0,710.812,1.0,31.2336,1.0,1.80452,1.0
2014-09-01 16:00:00,25,25.0,1.0,-9999.0,1.0,-9999.0,1.0,6.0,1.0,16.0,1.0,22.0,1.0,28.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,98.982,1.0,23.7522,1.0,638.371,1.0,0.0,1.0,455.416,1.0,31.0936,1.0,1.27389,1.0
2014-09-01 17:00:00,25,30.0,1.0,-9999.0,1.0,-9999.0,1.0,8.0,1.0,21.0,1.0,29.0,1.0,26.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,96.7076,1.0,25.6013,1.0,638.022,1.0,0.0,1.0,251.874,1.0,30.2379,1.0,2.12106,1.0
2014-09-01 18:00:00,25,28.0,1.0,-9999.0,1.0,-9999.0,1.0,16.0,1.0,32.0,1.0,48.0,1.0,16.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,91.9521,1.0,28.7628,1.0,638.295,1.0,0.0,1.0,54.4328,1.0,28.7106,1.0,1.5894,1.0
2014-09-01 19:00:00,25,36.0,1.0,-9999.0,1.0,-9999.0,1.0,14.0,1.0,35.0,1.0,49.0,1.0,8.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,29.6114,1.0,39.0124,1.0,638.641,1.0,0.0,1.0,-4.05184,151.0,26.5464,1.0,1.51815,1.0
2014-09-01 20:00:00,25,27.0,1.0,-9999.0,1.0,-9999.0,1.0,1.0,1.0,20.0,1.0,21.0,1.0,20.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,21.0124,1.0,45.8907,1.0,639.301,1.0,0.0,1.0,-5.3147,151.0,25.3636,1.0,3.55286,1.0
2014-09-01 21:00:00,25,32.0,1.0,-9999.0,1.0,-9999.0,1.0,2.0,1.0,21.0,1.0,24.0,1.0,16.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,21.0255,1.0,53.1195,1.0,640.153,1.0,0.0,1.0,-5.3572,151.0,24.4772,1.0,3.20409,1.0
2014-09-01 22:00:00,25,41.0,1.0,-9999.0,1.0,-9999.0,1.0,5.0,1.0,28.0,1.0,33.0,1.0,10.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,40.5113,1.0,59.6157,1.0,641.116,1.0,0.0,1.0,-5.26092,151.0,23.7067,1.0,2.4754,1.0
2014-09-01 23:00:00,25,47.0,1.0,-9999.0,1.0,-9999.0,1.0,7.0,1.0,31.0,1.0,38.0,1.0,5.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,71.688,1.0,62.7587,1.0,641.165,1.0,0.0,1.0,-5.33462,151.0,23.2149,1.0,1.20526,1.0
2014-09-02 00:00:00,25,35.0,1.0,-9999.0,1.0,-9999.0,1.0,14.0,1.0,33.0,1.0,47.0,1.0,1.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,46.0391,1.0,65.8175,1.0,640.866,1.0,0.0,1.0,-5.37579,151.0,22.4606,1.0,0.622912,1.0
2014-09-02 01:00:00,25,37.0,1.0,-9999.0,1.0,-9999.0,1.0,1.0,1.0,24.0,1.0,26.0,1.0,5.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,358.852,1.0,68.6006,1.0,640.62,1.0,0.0,1.0,-5.19519,151.0,21.5617,1.0,0.683004,1.0
2014-09-02 02:00:00,25,37.0,1.0,-9999.0,1.0,-9999.0,1.0,2.0,1.0,26.0,1.0,28.0,1.0,1.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,349.643,1.0,70.1248,1.0,639.888,1.0,0.0,1.0,-5.27547,151.0,21.3321,1.0,0.53614,1.0
