Fecha_Hora,codigoSerial,pm25,calidad_pm25,pm10,calidad_pm10,pm1,calidad_pm1,no,calidad_no,no2,calidad_no2,nox,calidad_nox,ozono,calidad_ozono,co,calidad_co,so2,calidad_so2,pst,calidad_pst,dviento_ssr,calidad_dviento_ssr,haire10_ssr,calidad_haire10_ssr,p_ssr,calidad_p_ssr,pliquida_ssr,calidad_pliquida_ssr,rglobal_ssr,calidad_rglobal_ssr,taire10_ssr,calidad_taire10_ssr,vviento_ssr,calidad_vviento_ssr
2015-06-01 00:00:00,25,26.0,1.0,-9999.0,1.0,-9999.0,1.0,8.0,1.0,16.0,1.0,24.0,1.0,2.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,46.1039,1.0,80.5575,1.0,641.224,1.0,0.0,1.0,0.156269,1.0,21.3828,1.0,1.37677,1.0
2015-06-01 01:00:00,25,22.0,1.0,-9999.0,1.0,-9999.0,1.0,4.0,1.0,12.0,1.0,16.0,1.0,3.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,22.6065,1.0,84.2448,1.0,641.354,1.0,0.9,1.0,0.12925,1.0,20.8084,1.0,1.3464,1.0
2015-06-01 02:00:00,25,22.0,1.0,-9999.0,1.0,-9999.0,1.0,2.0,1.0,9.0,1.0,11.0,1.0,3.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,15.4194,1.0,86.8199,1.0,640.86,1.0,0.1,1.0,0.107096,1.0,20.0029,1.0,0.891031,1.0
2015-06-01 03:00:00,25,21.0,1.0,-9999.0,1.0,-9999.0,1.0,3.0,1.0,10.0,1.0,13.0,1.0,1.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,309.049,1.0,88.1433,1.0,640.493,1.0,0.7,1.0,0.119524,1.0,19.2117,1.0,0.252252,1.0
2015-06-01 04:00:00,25,26.0,1.0,-9999.0,1.0,-9999.0,1.0,4.0,1.0,11.0,1.0,15.0,1.0,1.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,297.685,1.0,90.1934,1.0,640.476,1.0,0.0,1.0,0.0173957,1.0,18.5531,1.0,0.617457,1.0
2015-06-01 05:00:00,25,26.0,1.0,-9999.0,1.0,-9999.0,1.0,14.0,1.0,8.0,1.0,22.0,1.0,0.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,278.597,1.0,90.3988,1.0,640.553,1.0,1.9,1.0,-0.010703,151.0,18.3404,1.0,0.480914,1.0
2015-06-01 06:00:00,25,34.0,1.0,-9999.0,1.0,-9999.0,1.0,59.0,1.0,12.0,1.0,71.0,1.0,0.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,275.587,1.0,91.0845,1.0,641.076,1.0,0.1,1.0,1.34455,1.0,18.2057,1.0,0.505661,1.0
2015-06-01 07:00:00,25,51.0,1.0,-9999.0,1.0,-9999.0,1.0,114.0,1.0,13.0,1.0,127.0,1.0,0.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,281.491,1.0,90.4025,1.0,641.75,1.0,0.0,1.0,39.829,1.0,18.4841,1.0,0.635598,1.0
2015-06-01 08:00:00,25,46.0,1.0,-9999.0,1.0,-9999.0,1.0,63.0,1.0,20.0,1.0,83.0,1.0,1.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,290.941,1.0,81.4937,1.0,642.086,1.0,0.0,1.0,95.8121,1.0,19.9736,1.0,0.193136,1.0
2015-06-01 09:00:00,25,59.0,1.0,-9999.0,1.0,-9999.0,1.0,45.0,1.0,32.0,1.0,77.0,1.0,6.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,81.1277,1.0,69.376,1.0,642.228,1.0,0.0,1.0,319.309,1.0,22.5166,1.0,0.356295,1.0
2015-06-01 10:00:00,25,47.0,1.0,-9999.0,1.0,-9999.0,1.0,25.0,1.0,28.0,1.0,53.0,1.0,12.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,66.689,1.0,59.9685,1.0,642.002,1.0,0.0,1.0,484.489,1.0,24.565,1.0,1.31144,1.0
2015-06-01 11:00:00,25,26.0,1.0,-9999.0,1.0,-9999.0,1.0,13.0,1.0,14.0,1.0,28.0,1.0,14.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,26.0273,1.0,54.1139,1.0,641.698,1.0,0.0,1.0,577.271,1.0,26.0489,1.0,2.64932,1.0
2015-06-01 12:00:00,25,28.0,1.0,-9999.0,1.0,-9999.0,1.0,16.0,1.0,17.0,1.0,33.0,1.0,12.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,21.2962,1.0,54.6627,1.0,641.277,1.0,0.0,1.0,392.963,1.0,25.7313,1.0,2.85555,1.0
2015-06-01 13:00:00,25,23.0,1.0,-9999.0,1.0,-9999.0,1.0,15.0,1.0,17.0,1.0,32.0,1.0,14.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,26.7398,1.0,51.3156,1.0,640.651,1.0,0.0,1.0,588.901,1.0,26.8365,1.0,2.91472,1.0
2015-06-01 14:00:00,25,21.0,1.0,-9999.0,1.0,-9999.0,1.0,9.0,1.0,13.0,1.0,22.0,1.0,19.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,31.7007,1.0,44.8848,1.0,639.579,1.0,0.0,1.0,634.623,1.0,28.8916,1.0,1.99589,1.0
2015-06-01 15:00:00,25,30.0,1.0,-9999.0,1.0,-9999.0,1.0,14.0,1.0,15.0,1.0,29.0,1.0,16.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,51.9561,1.0,44.0302,1.0,638.775,1.0,0.0,1.0,505.486,1.0,28.8311,1.0,2.79889,1.0
2015-06-01 16:00:00,25,30.0,1.0,-9999.0,1.0,-9999.0,1.0,21.0,1.0,20.0,1.0,41.0,1.0,10.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,53.5307,1.0,45.7381,1.0,638.253,1.0,0.0,1.0,218.407,1.0,28.1315,1.0,2.31455,1.0
2015-06-01 17:00:00,25,32.0,1.0,-9999.0,1.0,-9999.0,1.0,27.0,1.0,19.0,1.0,46.0,1.0,9.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,79.6705,1.0,41.9426,1.0,638.233,1.0,0.0,1.0,177.498,1.0,28.2383,1.0,2.7613,1.0
